"#""Step""",Time (ps),Potential Energy (kJ/mole),Temperature (K),Box Volume (nm^3),Density (g/mL),Speed (ns/day)
41250,32.499999999943,-696706.5923283186,299.0872503307709,520.6054320374203,1.0246006878640357,0.909
41500,32.99999999994182,-696385.3172475916,298.9261481591988,520.6387679781208,1.0245350837832925,0.909
41750,33.499999999940655,-696304.878280855,300.74066402098447,520.8681696472219,1.0240838562520889,0.91
42000,33.999999999939476,-696859.9864948837,301.4379812281041,521.4072485878715,1.0230250638362564,0.91
42250,34.499999999938325,-695475.155544258,299.46699061435123,520.5602243762221,1.0246896685402211,0.91
42500,34.99999999993716,-696374.6560691276,301.54167865658496,520.9417058742995,1.0239392963864635,0.91
42750,35.499999999935994,-696718.8358732853,302.85936584130826,520.2586770774469,1.0252835892478331,0.91
43000,35.99999999993484,-696163.86468155,300.2662662366059,521.2414211746658,1.0233505283774251,0.909
43250,36.499999999933664,-695695.0824996786,300.34338919567574,520.693205623176,1.0244279702726198,0.909
43500,36.9999999999325,-695395.204873506,300.121502096985,520.7155212947474,1.0243840676094609,0.909
43750,37.49999999993132,-694949.9582318333,299.6034170148891,521.9297970213005,1.0220008261944948,0.909
44000,37.999999999930154,-695730.4155269642,299.5880388213099,520.5415314189302,1.024726465758225,0.909
44250,38.499999999932555,-696881.5017089902,301.4122081934994,520.5415314189302,1.024726465758225,0.909
44500,38.99999999993494,-696813.3082651902,299.39406663146724,521.335462638835,1.0231659305724723,0.91
44750,39.49999999993733,-696557.96392374,302.51780435713977,522.8633633098168,1.0201760559292168,0.91
45000,39.99999999993972,-695242.6184135363,301.85742921415675,522.8633633098168,1.0201760559292168,0.91
45250,40.499999999942105,-694071.3605539785,300.9144137592924,523.0657390389213,1.0197813467029675,0.91
45500,40.99999999994449,-695440.6840884121,301.5859029930737,522.6865468288139,1.0205211651372257,0.91
45750,41.49999999994688,-694707.8303520884,300.58316581213944,522.1458322006066,1.0215779785566856,0.91
46000,41.99999999994927,-695694.8461906902,301.3252251513758,521.6600380338051,1.0225293196346534,0.91
46250,42.499999999951626,-696625.4619927619,302.0536285862656,521.4057745641909,1.0230279559468611,0.91
46500,42.99999999995404,-696151.7544248843,301.44617684503635,519.4903903681644,1.0267999055637256,0.91
46750,43.49999999995643,-696732.8571879016,299.67689702898383,519.0740181958538,1.0276235470719133,0.909
47000,43.99999999995882,-696654.1848078156,300.3917350672387,519.4880322927414,1.0268045664441907,0.909
47250,44.499999999961204,-696397.322132281,300.34405760100515,519.2617090782774,1.0272521051439276,0.909
47500,44.99999999996359,-696373.6223266744,300.41664968802377,518.655469479089,1.0284528268968731,0.909
47750,45.49999999996598,-696881.5908988192,301.681895177733,519.4598511231243,1.0268602715262836,0.908
48000,45.99999999996837,-696589.5216273158,301.9019412522983,521.1518792478485,1.0235263557739465,0.908
48250,46.499999999970754,-697299.4008852888,300.66275893775963,520.4748962179006,1.0248576591251717,0.908
48500,46.99999999997314,-697298.5669980051,300.3996196460322,520.4748962179006,1.0248576591251717,0.908
48750,47.49999999997553,-697501.858467838,302.80890728349993,520.6100571060151,1.024591585372835,0.908
49000,47.999999999977916,-695640.9881485912,301.55990526685326,520.6402927823286,1.0245320832175882,0.908
49250,48.499999999980304,-696613.4056524554,300.6434673822486,519.3645066866083,1.0270487815471048,0.908
49500,48.99999999998269,-697547.2920539458,301.62260946296243,518.5327022515708,1.0286963222475876,0.908
49750,49.49999999998508,-697071.8149866593,299.9425592162672,519.2102082511037,1.027353999005585,0.908
50000,49.999999999987466,-697451.6975608629,299.9271163760604,519.3559821362751,1.0270656392118551,0.908
50250,50.49999999998985,-697184.6943166645,298.8842286076826,518.7622543740453,1.0282411244721854,0.908
50500,50.99999999999224,-697443.8851629494,301.6507286783934,518.7782720514529,1.0282093767381026,0.908
50750,51.49999999999463,-698154.8865775956,300.74940371492346,518.620402224162,1.0285223671951464,0.908
51000,51.999999999997016,-696337.6056186011,298.2301462131062,518.6783890140532,1.02840738127773,0.908
51250,52.4999999999994,-696781.3219874405,299.0569775338598,518.6493019441715,1.0284650567768658,0.908
51500,53.00000000000179,-696846.7862040302,299.0245791979767,518.7840802637423,1.0281978650927663,0.908
51750,53.50000000000418,-698705.9771348842,301.51590910908004,519.3220145855668,1.0271328169998186,0.908
52000,54.000000000006565,-697749.5250641401,297.57841451606186,518.1412770482555,1.0294734417030753,0.908
52250,54.50000000000895,-698704.4303394235,299.6808782955929,517.6980738857005,1.0303547775784525,0.908
52500,55.00000000001134,-698477.2168864929,299.3112769838986,517.9286030716281,1.0298961683286774,0.908
52750,55.50000000001373,-697821.1106232284,301.71739584384454,517.0271475617666,1.0316918295041173,0.908
53000,56.000000000016115,-697413.4295828756,301.19037191140626,517.8470458347364,1.0300583696706562,0.908
53250,56.5000000000185,-698294.655115288,302.2899873882049,518.192678314772,1.0293713247860226,0.908
53500,57.00000000002089,-697386.0774788852,299.94443986635605,519.4910573593133,1.026798587222555,0.908
53750,57.50000000002328,-697143.3176620891,297.32010501650694,518.7572614738914,1.0282510210185083,0.909
54000,58.000000000025665,-697742.6328400106,301.017288961226,519.0632148495589,1.0276449351663153,0.909
54250,58.50000000002805,-697384.0585679943,300.57595229665407,518.3756004526722,1.0290080846889609,0.909
54500,59.00000000003044,-696517.1251131997,298.82455715924954,518.5518759522172,1.028658285714979,0.909
54750,59.50000000003283,-696593.7735049679,299.7084874036989,518.5426483242964,1.0286765910095366,0.909
55000,60.000000000035186,-697990.2637473083,300.81140810776145,518.1846872681034,1.029387198960806,0.909
55250,60.5000000000376,-697688.3333974998,300.7811811864863,520.3175081453029,1.0251676628616049,0.909
55500,61.00000000003999,-697335.8658072406,300.2656163236655,520.1679053558986,1.0254625060081963,0.909
55750,61.50000000004238,-696428.3844133875,300.7217935570489,521.1714642989142,1.0234878927779498,0.909
56000,62.000000000044764,-696620.6204510761,300.64437126140945,520.2931054169791,1.025215745159261,0.909
56250,62.50000000004715,-696604.1411955097,299.43847862083595,520.2931054169791,1.025215745159261,0.909
56500,63.00000000004954,-697193.0571062122,301.3759792985806,519.9826836384733,1.025827783415492,0.909
56750,63.50000000005193,-698038.7660350665,301.63162121278106,520.1044108290395,1.0255876948265858,0.909
57000,64.00000000005431,-696269.0624303314,299.37841641350576,520.1044108290395,1.0255876948265858,0.909
57250,64.5000000000567,-696628.3334318022,302.7271627716476,520.4286084886027,1.0249488115582253,0.909
57500,65.00000000005909,-694912.8644670328,301.08944182627374,521.4746719574289,1.0228927931802598,0.909
57750,65.50000000006148,-695611.3672456667,301.74612027794825,521.420739614897,1.0229985945040354,0.909
58000,66.00000000006386,-696400.1662319804,301.72212792740817,521.752668373553,1.0223477829717451,0.909
58250,66.50000000006625,-695814.7730646476,299.70966002656,521.2351740996166,1.0233627933738605,0.909
58500,67.00000000006864,-696452.6905291318,300.33701331550543,520.9329787908324,1.023956450231715,0.909
58750,67.50000000007103,-697012.3130828086,300.68701719391714,520.6145931554597,1.0245826582352693,0.91
59000,68.00000000007341,-696434.354578797,300.8688056034376,520.6529859366063,1.0245071058446622,0.91
59250,68.5000000000758,-696976.9416199157,300.4078223567827,520.0345243625098,1.0257255216375951,0.91
59500,69.00000000007819,-696963.0950353416,300.17250760255484,520.2165816286092,1.0253665542558692,0.91
59750,69.50000000008058,-695661.618644273,299.63997381531414,520.2165816286092,1.0253665542558692,0.91
60000,70.00000000008296,-697749.6396495096,300.9340041039337,519.3929697752354,1.026992498574106,0.91
60250,70.50000000008535,-696720.8937816662,299.86104917606764,519.3929697752354,1.026992498574106,0.91
60500,71.00000000008774,-696783.4934186519,298.97536852689245,519.1330167770129,1.0275067594100162,0.91
60750,71.50000000009013,-697583.4517119167,300.8866196908467,519.5462512398735,1.0266895055027905,0.909
61000,72.00000000009251,-697038.0419259573,302.6050260356815,521.0442693406609,1.023737741989341,0.909
61250,72.5000000000949,-696755.2413481055,300.29694065096885,520.7164982377644,1.0243821457097997,0.91
61500,73.00000000009729,-696093.1402835745,299.12747552591173,521.2230485061682,1.0233866006118908,0.91
61750,73.50000000009967,-697180.2291217863,300.3297069286771,520.4824809980614,1.0248427242900435,0.91
62000,74.00000000010206,-696911.3188495631,300.58166121508845,519.820859688345,1.0261471309387202,0.91
62250,74.50000000010445,-695674.1544604151,301.4193363808476,521.1895443089223,1.0234523880915134,0.91
62500,75.00000000010684,-694603.3714291253,299.87036479584583,521.2608778279305,1.02331233065869,0.91
62750,75.50000000010922,-695371.6143920004,301.36622814556887,521.1458640454463,1.0235381695838963,0.91
63000,76.00000000011161,-696258.8666797879,299.8623406305297,521.090016850717,1.0236478660540285,0.91
63250,76.500000000114,-695545.4042493985,300.1190680212956,521.1905217122375,1.0234504687823254,0.91
63500,77.00000000011639,-696078.8861158319,300.41358668783414,520.184332566452,1.025430122317558,0.911
63750,77.50000000011875,-697277.794983506,301.65711031388275,520.4694813581818,1.0248683215379637,0.911
64000,78.00000000012116,-696881.2845037832,299.1418523736556,520.583021866003,1.024644795097819,0.911
64250,78.50000000012355,-696701.7061582485,300.6833762005415,519.7828241593061,1.0262222200859232,0.911
64500,79.00000000012594,-696160.1113593155,301.80169173976464,520.6953851496738,1.0244236822225046,0.911
64750,79.50000000012832,-696433.3693420996,300.186987604857,520.9296508550548,1.0239629917317046,0.91
65000,80.00000000013071,-696230.4213687824,300.0312423770172,521.0165858406909,1.0237921368867775,0.91
65250,80.5000000001331,-696194.0435486932,299.2370430420273,520.7252768037579,1.0243648763229094,0.91
65500,81.00000000013549,-697121.1796677465,301.32625293503884,520.0876841932721,1.0256206789412654,0.91
65750,81.50000000013787,-695381.6357939994,299.7956053700348,520.8965497500717,1.024028060902357,0.91
66000,82.00000000014026,-696556.9082615417,302.15604430968136,520.0199828799398,1.025754204323426,0.911
66250,82.50000000014265,-695912.6650136667,298.8786835072581,520.9499479257131,1.023923096441807,0.911
66500,83.00000000014504,-696267.3820196867,301.336924416967,522.2028747856164,1.0214663869674787,0.911
66750,83.50000000014742,-695925.5447835065,299.17853288308896,521.5790204857402,1.0226881504446506,0.911
67000,84.00000000014981,-696416.845219817,301.6786604073239,521.5069493056897,1.0228294838284613,0.911
67250,84.5000000001522,-696252.2914238921,302.02506995676,522.8209259265917,1.0202588636365897,0.911
67500,85.00000000015461,-696539.4547578176,298.9980588747876,521.603761222712,1.0226396422466364,0.911
67750,85.50000000015697,-696717.9566655132,299.11873588232555,522.085217375804,1.0216965851904911,0.911
68000,86.00000000015936,-696403.2009467256,300.7973814808093,521.4071974419063,1.0230251641870085,0.911
68250,86.50000000016175,-697427.026906049,301.61437104378354,520.0427270435248,1.02570934277608,0.911
68500,87.00000000016414,-697699.6188047569,300.11903808394175,519.4447701150604,1.026890084297393,0.911
68750,87.50000000016652,-698431.2449543593,301.8637633615955,519.4447701150604,1.026890084297393,0.91
69000,88.00000000016891,-697113.6697970349,298.5243673399072,520.5670654405112,1.024676202517562,0.911
69250,88.5000000001713,-697011.7607305391,301.481954404674,520.4602536997394,1.0248864922527343,0.911
69500,89.00000000017369,-695888.5534017727,298.69157973888645,520.8747247017815,1.0240709684592415,0.911
69750,89.50000000017607,-697537.6784303037,300.62816218907,519.9013881647802,1.0259881891337277,0.91
70000,90.00000000017846,-697314.9545536679,298.48125064432963,519.9535778778188,1.0258852068071316,0.91
70250,90.50000000018085,-697102.2512333859,301.2324479424761,519.9535778778188,1.0258852068071316,0.91
70500,91.00000000018323,-696436.3643925518,300.9612199213354,519.4192397214262,1.0269405577994626,0.91
70750,91.5000000001856,-696748.2199056462,300.6076300264171,518.8558139028676,1.0280557131256347,0.909
71000,92.00000000018801,-696949.0790470282,298.9170862398355,520.5013205935235,1.024805630008869,0.909
71250,92.5000000001904,-696698.5661418509,301.017655188043,520.4977824315183,1.0248125962793608,0.909
71500,93.00000000019281,-696892.8945887304,300.5622636184388,520.0101974828518,1.0257735066606732,0.909
71750,93.5000000001952,-696181.6068145435,301.44737492051235,520.3677003643558,1.0250687800142175,0.909
72000,94.00000000019759,-696919.901404031,303.12673909762344,520.0803436965047,1.0256351547148064,0.909
72250,94.50000000019995,-696059.2008202551,302.3779693837815,521.7334551424752,1.022385431705984,0.909
72500,95.00000000020236,-695292.4491167304,301.2196686986897,522.083807916871,1.021699343443777,0.909
72750,95.50000000020472,-695121.8953196814,300.28611998385753,522.0874521637327,1.0216922118327598,0.908
73000,96.00000000020711,-696751.4955978135,301.2776857057433,521.3097301393685,1.0232164353208792,0.908
73250,96.5000000002095,-695523.9808836492,299.4804662786994,522.183370233226,1.021504540700047,0.908
73500,97.00000000021188,-696051.9114457454,301.735527189051,522.0163258501392,1.0218314205070027,0.908
73750,97.50000000021427,-697835.8668047551,302.82798771891856,522.0102010842418,1.0218434096946167,0.908
74000,98.00000000021663,-696709.375129285,298.96968107802013,521.6253390723831,1.0225973391550969,0.907
74250,98.50000000021905,-695887.6673708408,300.5532777551393,522.3676943935106,1.0211440896830482,0.907
74500,99.00000000022143,-695878.5475025575,298.4882410572997,521.91482221358,1.022030149496327,0.907
74750,99.50000000022385,-695641.1968151073,300.0997624655265,524.1227321301778,1.0177247638227012,0.907
75000,100.00000000022621,-697047.4788332896,302.16443852355104,523.351960486951,1.019223627776195,0.907
